query_number,query_text,matched_codes,match_count
11526,"OR([CivFAInvolvement] ANY 'Production',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',[APMinesOverallFlag] IN 'RED|Amber',NOT ([BiologicalWeaponsOverallFlag] IN 'Green'),NOT ([ChemicalWeaponsOverallFlag] IN 'Green'),NOT ([ClusterMunitionsOverallFlag] IN 'Green'),NOT ([DepletedUraniumOverallFlag] IN 'Green'),NOT ([IncendiaryWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsNonNPTOverallFlag] IN 'Green'),NOT ([WhitePhosphorusOverallFlag] IN 'Green'),[NuclearPowerRevShareMax] > '0',[StemCellHumanEmbryonicSCResearch] True,[GamblingProdMaxRev] > '0.1',[GamblingDistMaxRev] > '0.1',[GamblingServMaxRev] > '0.1',[PornographyDistMaxRev] > '0.1',[PornographyProdMaxRev] > '0.1',[AlcoholDistributionMaxRev] > '0.1',[AlcoholTotalProdMaxRev] > '0.1',[TobaccoDistMaxRev] > '0.1',[TobaccoProdMaxRev] > '0.1',[TobaccoServMaxRev] > '0.1',[HazardousPestProdSigInvolvement] ANY 'At least 5%',[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareInvolvement] ANY 'Factory Farming',[FossilFuelDistMaxRev] > '0.1',[FossilFuelExplMaxRev] > '0.1',[issuerID] < '0',[OilSandsRevShareMax] > '0',[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingShareMax] > '0',[DeepwaterDrillingInvolvement] True,[CCAClimateParisAgremntRatify] == 'Non-Ratifier',NOT ([CCADeathPenalty] IN 'Death penalty fully abolished'),[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCABiodiversityCBDR] == 'Non-Ratifier',NOT ([CCAMilitaryBudgetPCTGDP] IN '[0%-2%)'),NOT ([CCACorruptionPerceptionIndex] IN '[50-100]'),[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe')","AnimalWelfareInvolvement, NBSOverallFlag",2
11527,"OR([CivFAInvolvement] ANY 'Production',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',NOT ([APMinesOverallFlag] IN 'Green'),NOT ([BiologicalWeaponsOverallFlag] IN 'Green'),NOT ([ChemicalWeaponsOverallFlag] IN 'Green'),NOT ([ClusterMunitionsOverallFlag] IN 'Green'),NOT ([DepletedUraniumOverallFlag] IN 'Green'),NOT ([IncendiaryWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsNonNPTOverallFlag] IN 'Green'),NOT ([WhitePhosphorusOverallFlag] IN 'Green'),[NuclearPowerRevShareMax] > '0',[StemCellHumanEmbryonicSCResearch] True,[GamblingProdMaxRev] > '0.1',[GamblingDistMaxRev] > '0.1',[GamblingServMaxRev] > '0.1',[PornographyDistMaxRev] > '0.1',[PornographyProdMaxRev] > '0.1',[AlcoholDistributionMaxRev] > '0.1',[AlcoholTotalProdMaxRev] > '0.1',[TobaccoDistMaxRev] > '0.1',[TobaccoProdMaxRev] > '0.1',[TobaccoServMaxRev] > '0.1',[HazardousPestProdSigInvolvement] ANY 'At least 5%',[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareInvolvement] ANY 'Factory Farming',[FossilFuelDistMaxRev] > '0.1',[FossilFuelExplMaxRev] > '0.1',[issuerID] < '0',[OilSandsRevShareMax] > '0',[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingShareMax] > '0',[DeepwaterDrillingInvolvement] True,[CCAClimateParisAgremntRatify] == 'Non-Ratifier',NOT ([CCADeathPenalty] IN 'Death penalty fully abolished'),[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCABiodiversityCBDR] == 'Non-Ratifier',NOT ([CCAMilitaryBudgetPCTGDP] IN '[0%-2%)'),NOT ([CCACorruptionPerceptionIndex] IN '[50-100]'),[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe',[NuclearPowerProdRevShareMax] > '0',[CoalMiningAndPowGenRevShareMax] > '0',[NuclearPowerUraniumRevShareMax] > '0')","AnimalWelfareInvolvement, NBSOverallFlag",2
11528,"OR([CivFAInvolvement] ANY 'Production',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',NOT ([APMinesOverallFlag] IN 'Green'),NOT ([BiologicalWeaponsOverallFlag] IN 'Green'),NOT ([ChemicalWeaponsOverallFlag] IN 'Green'),NOT ([ClusterMunitionsOverallFlag] IN 'Green'),NOT ([DepletedUraniumOverallFlag] IN 'Green'),NOT ([IncendiaryWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsNonNPTOverallFlag] IN 'Green'),NOT ([WhitePhosphorusOverallFlag] IN 'Green'),[NuclearPowerRevShareMax] > '0',[StemCellHumanEmbryonicSCResearch] True,[GamblingProdMaxRev] > '0.1',[GamblingDistMaxRev] > '0.1',[GamblingServMaxRev] > '0.1',[PornographyDistMaxRev] > '0.1',[PornographyProdMaxRev] > '0.1',[AlcoholDistributionMaxRev] > '0.1',[AlcoholTotalProdMaxRev] > '0.1',[TobaccoDistMaxRev] > '0.1',[TobaccoProdMaxRev] > '0.1',[TobaccoServMaxRev] > '0.1',[HazardousPestProdSigInvolvement] ANY 'At least 5%',[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareInvolvement] ANY 'Factory Farming',[FossilFuelDistMaxRev] > '0.1',[FossilFuelExplMaxRev] > '0.1',[issuerID] < '0',[OilSandsRevShareMax] > '0',[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingShareMax] > '0',[DeepwaterDrillingInvolvement] True,[CCAClimateParisAgremntRatify] == 'Non-Ratifier',NOT ([CCADeathPenalty] IN 'Death penalty fully abolished'),[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCABiodiversityCBDR] == 'Non-Ratifier',NOT ([CCAMilitaryBudgetPCTGDP] IN '[0%-2%)'),NOT ([CCACorruptionPerceptionIndex] IN '[50-100]'),[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe')","AnimalWelfareInvolvement, NBSOverallFlag",2
11529,"OR([CivFAInvolvement] ANY 'Production',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',NOT ([APMinesOverallFlag] IN 'Green'),NOT ([BiologicalWeaponsOverallFlag] IN 'Green'),NOT ([ChemicalWeaponsOverallFlag] IN 'Green'),NOT ([ClusterMunitionsOverallFlag] IN 'Green'),NOT ([DepletedUraniumOverallFlag] IN 'Green'),NOT ([IncendiaryWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsNonNPTOverallFlag] IN 'Green'),NOT ([WhitePhosphorusOverallFlag] IN 'Green'),[StemCellHumanEmbryonicSCResearch] True,[HazardousPestProdSigInvolvement] ANY 'At least 5%',[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareInvolvement] ANY 'Factory Farming',[FossilFuelDistMaxRev] > '0.1',[FossilFuelExplMaxRev] > '0.1',[OilSandsRevShareMax] > '0',[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingShareMax] > '0',[DeepwaterDrillingInvolvement] True,[CCAClimateParisAgremntRatify] == 'Non-Ratifier',NOT ([CCADeathPenalty] IN 'Death penalty fully abolished'),[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCABiodiversityCBDR] == 'Non-Ratifier',NOT ([CCAMilitaryBudgetPCTGDP] IN '[0%-2%)'),NOT ([CCACorruptionPerceptionIndex] IN '[50-100]'),[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe',[NuclearPowerProdRevShareMax] > '0',[CoalMiningAndPowGenRevShareMax] > '0',[NuclearPowerUraniumRevShareMax] > '0',[GamblingRevShareMax] >= '0.1',[PornographyRevShareMax] >= '0.1',[AlcoholRevShareMax] >= '0.1',[TobaccoRevShareMax] >= '0.05',[CoalMiningAndPowGenRevShareMax] > '0',[NuclearPowerRevShareMax] > '0',[CCANuclearWeaponsStatus] == 'Weapons possessed')","AnimalWelfareInvolvement, NBSOverallFlag",2
11530,"OR([CivFAInvolvement] ANY 'Production',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',NOT ([APMinesOverallFlag] IN 'Green'),NOT ([BiologicalWeaponsOverallFlag] IN 'Green'),NOT ([ChemicalWeaponsOverallFlag] IN 'Green'),NOT ([ClusterMunitionsOverallFlag] IN 'Green'),NOT ([DepletedUraniumOverallFlag] IN 'Green'),NOT ([IncendiaryWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsNonNPTOverallFlag] IN 'Green'),NOT ([WhitePhosphorusOverallFlag] IN 'Green'),[StemCellHumanEmbryonicSCResearch] True,[HazardousPestProdSigInvolvement] ANY 'At least 5%',[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareInvolvement] ANY 'Factory Farming',[FossilFuelDistMaxRev] > '0.1',[FossilFuelExplMaxRev] > '0.1',[OilSandsRevShareMax] > '0',[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingShareMax] > '0',[DeepwaterDrillingInvolvement] True,[CCAClimateParisAgremntRatify] == 'Non-Ratifier',NOT ([CCADeathPenalty] IN 'Death penalty fully abolished'),[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCABiodiversityCBDR] == 'Non-Ratifier',NOT ([CCAMilitaryBudgetPCTGDP] IN '[0%-2%)'),NOT ([CCACorruptionPerceptionIndex] IN '[50-100]'),[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe',[NuclearPowerProdRevShareMax] > '0',[CoalMiningAndPowGenRevShareMax] > '0',[NuclearPowerUraniumRevShareMax] > '0',[GamblingRevShareMax] >= '0.1',[PornographyRevShareMax] >= '0.1',[AlcoholRevShareMax] >= '0.1',[TobaccoRevShareMax] >= '0.05',[CoalMiningAndPowGenRevShareMax] > '0',[NuclearPowerRevShareMax] > '0',[NBSOverallScore] >= '7')","AnimalWelfareInvolvement, NBSOverallFlag",2
11547,"OR([CivFAInvolvement] ANY 'Production|Distribution|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[APMinesOverallFlag] IN 'RED|Amber',[BiologicalWeaponsOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[ClusterMunitionsOverallFlag] IN 'RED|Amber',[DepletedUraniumOverallFlag] IN 'RED|Amber',[IncendiaryWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber',[NuclearWeaponsOverallFlag] IN 'RED|Amber',[NBSOverallFlag] IN 'RED|Amber',[CRSocProductRatingNum] <= '2',[CRTpHumanRightsNum] <= '2',[MilitaryEqmtRevShareInterval] IN '[20-25%)|[25-50%)|[50-100%]')",NBSOverallFlag,1
11548,"OR([CivFAInvolvement] ANY 'Production|Distribution|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',NOT ([APMinesOverallFlag] IN 'Green'),NOT ([BiologicalWeaponsOverallFlag] IN 'Green'),NOT ([ChemicalWeaponsOverallFlag] IN 'Green'),NOT ([ClusterMunitionsOverallFlag] IN 'Green'),NOT ([DepletedUraniumOverallFlag] IN 'Green'),NOT ([IncendiaryWeaponsOverallFlag] IN 'Green'),NOT ([NuclearWeaponsNonNPTOverallFlag] IN 'Green'),NOT ([NuclearWeaponsOverallFlag] IN 'Green'),[CRSocProductRatingWt] > '0',[CRTpHumanRightsWt] >= '0',NOT ([NBSOverallFlag] IN 'Green'))",NBSOverallFlag,1
11570,"OR([CivFAProdServMinRev] >= '0.05',[CivFADistMinRev] >= '0.05',[GMOAgricultureProdMinRev] >= '0.05',[GMOAgricultureDistSigInvolvement] ANY 'Less than 10%|At least 10%',[MilitaryEqmtProdServMinRev] >= '0.05',[MilitaryEqmtDistMinRev] >= '0.05',[StemCellHumanEmbryonicSCResearch] True,[StemCellSpecializedCompany] True,[StemCellCloning] True,[StemCellContractResearchOrg] True,[AbortifacientsProdMinRevRatio1Y] > '0',[AbortifacientsServMinRevRatio1Y] > '0',[AbortionAnyTie] True,[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareFurProdSignInv] ANY 'Less than 5%|At least 5%',[AnimalWelfareInvolvement] ANY 'Factory Farming|Live Export',[CivFAProdServMinRev] > '0',[CivFADistMinRev] > '0.05')",AnimalWelfareInvolvement,1
11652,"OR([ClimatePotentialFFREmissions] >= '100',AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelRevShareMin] >= '0.05'))",FossilFuelInvolvement,1
11727,"OR([ClimateTemperatureScore] == '1.5',[ClimateGHGReductionTargets] == 'Approved SBT',[ClimateGHGReductionTargets] == 'Committed SBT',[NBSOverallFlag] == 'Green')",NBSOverallFlag,1
11728,"OR([ClimateTemperatureScore] == '1.5',[ClimateGHGReductionTargets] == 'Committed SBT',[ClimateGHGReductionTargets] == 'Approved SBT',[NBSOverallFlag] == 'Green')",NBSOverallFlag,1
11743,"OR([ClimateTotalEmissions] > '0',[oekomRatingNumeric] > '0',[NBSOverallFlag] IN 'RED|Amber|Green')",NBSOverallFlag,1
11747,"OR([ClimateTotalEmissions] >= '0',[ClimateTotalEmissionsIntEUR] >= '0',[oekomCarbonRiskRating] > '0',[CarbonRRRatingCategoryGroup] IN 'Climate Laggard|Climate Medium Performer|Climate Outperformer|Climate Leader',NOT ([ESGRatingParentEntityName] == '0'),[GICSSector] IN 'Communication Services|Consumer Discretionary|Consumer Staples|Energy|Financials|Health Care|Industrials|Information Technology|Materials|Real Estate|Utilities',[GICSIndustry] IN 'Aerospace & Defense|Air Freight & Logistics|Airlines|Auto Components|Automobiles|Banks|Beverages|Biotechnology|Building Products|Capital Markets|Chemicals|Commercial Services & Supplies|Communications Equipment|Construction & Engineering|Construction Materials|Consumer Finance|Containers & Packaging|Distributors|Diversified Consumer Services|Diversified Financial Services|Diversified Telecommunication Services|Electric Utilities|Electrical Equipment|Electronic Equipment, Instruments & Components|Energy Equipment & Services|Entertainment|Equity Real Estate Investment Trusts (REITs)|Food & Staples Retailing|Food Products|Gas Utilities|Health Care Equipment & Supplies|Health Care Providers & Services|Health Care Technology|Hotels, Restaurants & Leisure|Household Durables|Household Products|IT Services|Independent Power & Renewable Electricity Producers|Industrial Conglomerates|Insurance|Interactive Media & Services|Internet & Direct Marketing Retail|Internet Software & Services|Leisure Products|Life Sciences Tools & Services|Machinery|Marine|Media|Metals & Mining|Mortgage Real Estate Investment Trusts (REITs)|Multi-Utilities|Multiline Retail|Office Electronics|Oil, Gas & Consumable Fuels|Paper & Forest Products|Personal Products|Pharmaceuticals|Professional Services|Real Estate|Real Estate Investment Trusts (REITs)|Real Estate Management & Development|Road & Rail|Semiconductor Equipment & Products|Semiconductors & Semiconductor Equipment|Software|Specialty Retail|Technology Hardware, Storage & Peripherals|Textiles, Apparel & Luxury Goods|Thrifts & Mortgage Finance|Tobacco|Trading Companies & Distributors|Transportation Infrastructure|Water Utilities|Wireless Telecommunication Services',[NBSOverallScore] > '0',[NBSOverallFlag] IN 'RED|Amber|Green',[ClimateCarbonBudget2DegExcdYear] IN 'The issuer is aligned with a 2 degree scenario for the full analyzed period (until 2050).|2019|2020|2021|2022|2023|2024|2025|2026|2027|2028|2029|2030|2031|2032|2033|2034|2035|2036|2037|2038|2039|2040|2041|2042|2043|2044|2045|2046|2047|2048|2049|2050|Exceeds 2 degree budget',[ClimateScienceBasedTargets] IN 'Committed|Concrete Target|No Commitment',[ClimatePotentialFFRECoal] >= '0',[ClimatePotentialFFREOandG] <= '0',[SusSolEnvironmentalScore] >= '0',[SusSolSocialScore] >= '0',[SusSolOverallScore] <= '0')",NBSOverallFlag,1
11762,"OR([ClimateTotalEmissionsIntUSD] >= '7000',[EnergyConsumptionIntensity] >= '400',[CarbonRRRatingCategoryGroup] == 'Climate Laggard',[NBSOverallFlag] == 'RED',[CompNegAffectBioSensAreas] True,[SDGRLifeBelowWater] <= '-8',[SDGRCleanWater] <= '-8')",NBSOverallFlag,1
11763,"OR([ClimateTotalEmissionsIntUSD] >= '7000',[EnergyConsumptionIntensity] >= '400',[CarbonRRRatingCategoryGroup] == 'Climate Laggard',[NBSOverallFlag] == 'RED')",NBSOverallFlag,1
11777,"OR([ClusterMunitionsOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[CivFAAutomaticInvolvement] ANY 'Production|Distribution|Services',[CivFASemiAutomaticInvolvement] ANY 'Production|Distribution|Services',[TobaccoProdMaxRev] >= '0',[TobaccoDistMaxRev] >= '0.5',[TobaccoServMaxRev] >= '0.5',[NBSOverallFlag] == 'RED',[CoalReservesVolumeMT] >= '0',[OandGReservesVolumeBOE] >= '0')",NBSOverallFlag,1
11784,"OR([ClusterMunitionsOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] == 'RED',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NuclearPowerUraniumRevShareMin] >= '0.05',[CoalMiningRevShareMinThermal] >= '0.05',[OilSandsRevShareMin] >= '0.05',[NuclearWeaponsRevShareInt] == '[0-5%)',[NuclearWeaponsNonNPTRevShareInt] == '[0-5%)')",NBSOverallFlag,1
11785,"OR([ClusterMunitionsOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[CivFADistMinRev] >= '0.05',[CivFAInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production',[TobaccoDistMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[CoalMiningRevShareMinThermal] >= '0.05',[PowGenRevShareCoalMin] >= '0.05',[OilSandsProdMinRev] >= '0.05',[NBSOverallFlag] == 'RED')",NBSOverallFlag,1
11788,"OR([ClusterMunitionsOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] == 'RED',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20- 25%)|[25-50%)|[50-100%]',[FossilFuelRevShareMin] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[FossilFuelTotCoalProdRevShareMin] >= '0.05',[FossilFuelDistMinRev] >= '0.05',[FossilFuelExplMinRev] >= '0.05',[FossilFuelServMinRev] >= '0.05',[FossilFuelProdMinRev] >= '0.05',[GMORevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NuclearPowerUraniumRevShareMin] >= '0.05')",NBSOverallFlag,1
11789,"OR([ClusterMunitionsOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] == 'RED',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[FossilFuelRevShareMin] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[FossilFuelTotCoalProdRevShareMin] >= '0.05',[FossilFuelDistMinRev] >= '0.05',[FossilFuelExplMinRev] >= '0.05',[FossilFuelServMinRev] >= '0.05',[FossilFuelProdMinRev] >= '0.05',[GMORevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NuclearPowerUraniumRevShareMin] >= '0.05')",NBSOverallFlag,1
11804,"OR([ClusterMunitionsOverallFlag] IN 'RED|Amber',[APMinesOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[BiologicalWeaponsOverallFlag] IN 'RED|Amber',[CivFAAutomaticInvolvement] ANY 'Production|Distribution|Services',[CivFASemiAutomaticInvolvement] ANY 'Production|Distribution|Services',[TobaccoProdMaxRev] > '0',[TobaccoDistMaxRev] >= '0.5',[TobaccoServMaxRev] >= '0.5',[NBSOverallFlag] IN 'RED|Amber',[CoalReservesVolumeMT] > '0',[OandGReservesProvProbPossVolBOE] > '0',[AlcoholDistributionMaxRev] >= '0.5',[AlcoholBeerProdMaxRev] >= '0.5',[AlcoholSpiritsProdMaxRev] >= '0.5',[AlcoholWineProdMaxRev] >= '0.5',[CoalMiningRevShareMaxTotal] > '0.05',[OilSandsProdMaxRev] > '0.05',[GamblingProdMaxRev] >= '0.33',[PornographyProdMaxRev] > '0',[NuclearWeaponsRevShareInt] null '0.00001%',[DepletedUraniumOverallFlag] IN 'RED|Amber',[CivFAAmmunitionInvolvement] ANY 'Production|Distribution|Services')",NBSOverallFlag,1
11824,"OR([CoalMiningAndPowGenRevShareMax] > '0.05',AND([HydraulicFracturingInvolvement] ANY 'Production|Services',[HydraulicFracturingShareMax] > '0.01'),AND([OilSandsInvolvement] ANY 'Production|Exploration|Services',[OilSandsRevShareMax] > '0.01'),AND([ArcticDrillingInvolvement] ANY 'Production|Exploration',[ArcticDrillingShareMax] > '0.01'),AND([NuclearPowerInvolvement] ANY 'Production|Services',[NuclearPowerRevShareMax] > '0.05'),AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelTotOilProdRevShareMax] > '0.1'))",FossilFuelInvolvement,1
11833,"OR([CoalMiningAndPowGenRevShareMin] > '0.01',[FossilFuelDistMinRev] > '0.01',[FossilFuelExplMinRev] > '0.01',[FossilFuelProdMinRev] > '0.01',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelServMinRev] > '0.01',[FossilFuelOilExtractRevShareMin] > '0.01',[FossilFuelOilPowerRevShareMin] > '0.01',[FossilFuelOilRefProcRevShareMin] > '0.01',[FossilFuelTotOilProdRevShareMin] > '0.01',[FossilFuelCoalExtractRevShareMin] > '0.00001',[FossilFuelCoalPowerRevShareMin] > '0.01',[FossilFuelCoalRefProcRevShareMin] > '0.01',[FossilFuelTotCoalProdRevShareMin] > '0.01')",FossilFuelInvolvement,1
11834,"OR([CoalMiningAndPowGenRevShareMin] > '0.01',[FossilFuelDistMinRev] > '0.01',[FossilFuelExplMinRev] > '0.01',[FossilFuelProdMinRev] > '0.01',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelServMinRev] > '0.01')",FossilFuelInvolvement,1
11844,"OR([CoalMiningExpTypeThermal] True,[CoalMiningExpTypeThermal] True,[OilGasExractExpInvolved] True,[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[HydraulicFracturingInvolvement] ANY 'Production',[OilSandsInvolvement] ANY 'Production|Exploration',[OilShaleInvolvement] True,[FossilFuelTotOilProdRevShareMax] > '0.1',[FossilFuelTotGasProdRevShareMax] > '0.5',[TobaccoInvolvement] ANY 'Production',[TobaccoRevShareMin] > '0.01',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[CoalMiningInvolvement] ANY 'Production|Exploration',[GamblingRevShareMin] > '0.05',[FossilFuelCoalExtractRevShareMin] > '0.01',[FossilFuelCoalPowerRevShareMax] > '0.01',[GICSIndustry] == 'Tobacco',[FossilFuelTotGasProdRevShareMin] > '0.5',[NBSTotalReds] > '0',[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe')",NBSOverallFlag,1
